task,source,query,method,total_query_steps,reusable_prefix_length,reuse_ratio,partial_reuse_steps,partial_reuse_ratio,max_reuse_depth,avg_reuse_depth
wasm-simd,wasm-simd-20260901-183348-fcb6497c,wasm-simd-20260901-182909,tvcache_tcg,7,0,0.0,0,0.0,0,0.0
wasm-simd,wasm-simd-20260901-183348-fcb6497c,wasm-simd-20260901-183422-44812ba4,ours_improved,4,1,0.25,1,0.25,1,1
wasm-simd,wasm-simd-20260901-183348-fcb6497c,wasm-simd-20260901-183422-44812ba4,full_workspace_hash,4,4,1.0,4,1.0,4,2.5
wasm-simd,wasm-simd-20260901-183348-fcb6497c,wasm-simd-20260901-183422-44812ba4,exact_history,4,0,0.0,0,0.0,0,0.0
wasm-simd,wasm-simd-20260901-183348-fcb6497c,wasm-simd-20260901-183422-44812ba4,tvcache_tcg,4,0,0.0,0,0.0,0,0.0
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-182909,ours_improved,7,1,0.1429,1,0.1429,1,1
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-182909,full_workspace_hash,7,1,0.1429,1,0.1429,1,1
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-182909,exact_history,7,0,0.0,0,0.0,0,0.0
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-182909,tvcache_tcg,7,0,0.0,0,0.0,0,0.0
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-183348-fcb6497c,ours_improved,4,1,0.25,1,0.25,1,1
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-183348-fcb6497c,full_workspace_hash,4,4,1.0,4,1.0,4,2.5
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-183348-fcb6497c,exact_history,4,0,0.0,0,0.0,0,0.0
wasm-simd,wasm-simd-20260901-183422-44812ba4,wasm-simd-20260901-183348-fcb6497c,tvcache_tcg,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183348-6b196d58,ours_improved,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183348-6b196d58,full_workspace_hash,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183348-6b196d58,exact_history,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183348-6b196d58,tvcache_tcg,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183422-df78cf98,ours_improved,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183422-df78cf98,full_workspace_hash,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183422-df78cf98,exact_history,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-182909,zstd-decoder-20260901-183422-df78cf98,tvcache_tcg,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-182909,ours_improved,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-182909,full_workspace_hash,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-182909,exact_history,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-182909,tvcache_tcg,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-183422-df78cf98,ours_improved,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-183422-df78cf98,full_workspace_hash,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-183422-df78cf98,exact_history,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183348-6b196d58,zstd-decoder-20260901-183422-df78cf98,tvcache_tcg,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-182909,ours_improved,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-182909,full_workspace_hash,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-182909,exact_history,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-182909,tvcache_tcg,7,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-183348-6b196d58,ours_improved,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-183348-6b196d58,full_workspace_hash,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-183348-6b196d58,exact_history,4,0,0.0,0,0.0,0,0.0
zstd-decoder,zstd-decoder-20260901-183422-df78cf98,zstd-decoder-20260901-183348-6b196d58,tvcache_tcg,4,0,0.0,0,0.0,0,0.0
,,,,,,,,,,
biofabric-rust-rewrite,(task aggregate),n=6 pairs,exact_history,30,,0.0,0,0.0,0,0.0
biofabric-rust-rewrite,(task aggregate),n=6 pairs,full_workspace_hash,30,,0.631,16,0.631,4,1.83
biofabric-rust-rewrite,(task aggregate),n=6 pairs,ours_improved,30,,0.381,10,0.381,1,1
biofabric-rust-rewrite,(task aggregate),n=6 pairs,tvcache_tcg,30,,0.0,0,0.0,0,0.0
find-network-alignments,(task aggregate),n=6 pairs,exact_history,26,,0.0,0,0.0,0,0.0
find-network-alignments,(task aggregate),n=6 pairs,full_workspace_hash,26,,0.0,0,0.0,0,0.0
find-network-alignments,(task aggregate),n=6 pairs,ours_improved,26,,0.0,0,0.0,0,0.0
find-network-alignments,(task aggregate),n=6 pairs,tvcache_tcg,26,,0.0,0,0.0,0,0.0
jax-pytorch-rewrite,(task aggregate),n=6 pairs,exact_history,32,,0.0,0,0.0,0,0.0
jax-pytorch-rewrite,(task aggregate),n=6 pairs,full_workspace_hash,32,,0.5417,14,0.5417,3,1.67
jax-pytorch-rewrite,(task aggregate),n=6 pairs,ours_improved,32,,0.375,10,0.375,1,1
jax-pytorch-rewrite,(task aggregate),n=6 pairs,tvcache_tcg,32,,0.0,0,0.0,0,0.0
kubernetes-rust-rewrite,(task aggregate),n=2 pairs,exact_history,10,,0.0,0,0.0,0,0.0
kubernetes-rust-rewrite,(task aggregate),n=2 pairs,full_workspace_hash,10,,0.5834,5,0.5834,4,1.75
kubernetes-rust-rewrite,(task aggregate),n=2 pairs,ours_improved,10,,0.2083,2,0.2083,1,1
kubernetes-rust-rewrite,(task aggregate),n=2 pairs,tvcache_tcg,10,,0.0,0,0.0,0,0.0
ruby-rust-port,(task aggregate),n=6 pairs,exact_history,26,,0.0833,2,0.0833,1,0.33
ruby-rust-port,(task aggregate),n=6 pairs,full_workspace_hash,26,,0.3333,8,0.3333,4,0.83
ruby-rust-port,(task aggregate),n=6 pairs,ours_improved,26,,0.2083,5,0.2083,1,0.33
ruby-rust-port,(task aggregate),n=6 pairs,tvcache_tcg,26,,0.3333,8,0.3333,4,0.83
slack-clone,(task aggregate),n=2 pairs,exact_history,10,,0.0,0,0.0,0,0.0
slack-clone,(task aggregate),n=2 pairs,full_workspace_hash,10,,0.75,8,0.75,6,2.5
slack-clone,(task aggregate),n=2 pairs,ours_improved,10,,0.0,0,0.0,0,0.0
slack-clone,(task aggregate),n=2 pairs,tvcache_tcg,10,,0.0,0,0.0,0,0.0
stripe-clone,(task aggregate),n=6 pairs,exact_history,26,,0.0,0,0.0,0,0.0
stripe-clone,(task aggregate),n=6 pairs,full_workspace_hash,26,,0.075,2,0.075,1,0.33
stripe-clone,(task aggregate),n=6 pairs,ours_improved,26,,0.075,2,0.075,1,0.33
stripe-clone,(task aggregate),n=6 pairs,tvcache_tcg,26,,0.0,0,0.0,0,0.0
vliw-kernel-optimization,(task aggregate),n=6 pairs,exact_history,28,,0.0,0,0.0,0,0.0
vliw-kernel-optimization,(task aggregate),n=6 pairs,full_workspace_hash,28,,0.6667,20,0.6667,6,2.17
vliw-kernel-optimization,(task aggregate),n=6 pairs,ours_improved,28,,0.6667,20,0.6667,1,1
vliw-kernel-optimization,(task aggregate),n=6 pairs,tvcache_tcg,28,,0.0,0,0.0,0,0.0
wasm-simd,(task aggregate),n=6 pairs,exact_history,30,,0.0,0,0.0,0,0.0
wasm-simd,(task aggregate),n=6 pairs,full_workspace_hash,30,,0.7143,18,0.7143,4,2.0
wasm-simd,(task aggregate),n=6 pairs,ours_improved,30,,0.2143,6,0.2143,1,1
wasm-simd,(task aggregate),n=6 pairs,tvcache_tcg,30,,0.0,0,0.0,0,0.0
zstd-decoder,(task aggregate),n=6 pairs,exact_history,30,,0.0,0,0.0,0,0.0
zstd-decoder,(task aggregate),n=6 pairs,full_workspace_hash,30,,0.0,0,0.0,0,0.0
zstd-decoder,(task aggregate),n=6 pairs,ours_improved,30,,0.0,0,0.0,0,0.0
zstd-decoder,(task aggregate),n=6 pairs,tvcache_tcg,30,,0.0,0,0.0,0,0.0
,,,,,,,,,,
(GRAND TOTAL),n=52 pairs,n=248 queries,ours_improved,248,,0.2296,55,0.2218,1,0.58
(GRAND TOTAL),n=52 pairs,n=248 queries,full_workspace_hash,248,,0.393,91,0.3669,6,1.18
(GRAND TOTAL),n=52 pairs,n=248 queries,exact_history,248,,0.0096,2,0.0081,1,0.04
(GRAND TOTAL),n=52 pairs,n=248 queries,tvcache_tcg,248,,0.0385,8,0.0323,4,0.1
